steamId,price,copiesSold,publisherClass,reviewScore,aiContent
2060550,0,7137,Indie,94,
834760,19.99,7136,Indie,89,
973220,3.99,7134,Indie,96,
1848960,1.99,7134,Indie,97,
415840,4.99,7134,Indie,59,
2573320,0,7133,Indie,89,
1621680,12.99,7131,Indie,76,
539050,9.99,7130,Indie,61,
2004360,11.99,7130,Indie,77,
826010,0.99,7130,Indie,78,
31860,9.99,7128,Indie,92,
1891430,0,7128,Hobbyist,79,
2019640,0,7128,Hobbyist,63,
1260830,0,7128,Indie,89,
2280440,0,7128,Hobbyist,90,
577990,9.99,7126,Indie,86,
394260,9.99,7126,Indie,70,
567210,2.99,7126,Indie,82,
775520,3.99,7126,Indie,82,
2328530,0,7124,Indie,59,
1174500,14.99,7120,Indie,87,
595960,9.99,7119,Indie,85,
365120,0.99,7119,Indie,73,
2730530,10.99,7118,Indie,93,
1392650,18.99,7115,Indie,76,
2220810,6.99,7113,Indie,67,
501190,4.99,7112,Indie,74,
317610,9.99,7112,Indie,69,
1907980,0,7112,Hobbyist,96,
826160,0.99,7110,Indie,63,
2025650,0,7109,Hobbyist,94,
423120,4.99,7108,Indie,85,
873890,19.99,7107,Indie,94,
2140070,0,7107,Hobbyist,74,
503240,0.99,7106,Indie,57,
349440,4.99,7105,Indie,44,
448630,1.99,7105,Indie,43,
2129280,29.99,7103,Indie,69,
2281940,19.99,7103,Indie,86,
254840,4.99,7103,AA,89,
2018740,0,7102,Hobbyist,25,
563200,9.99,7098,Indie,88,
941650,9.99,7098,Indie,67,
1253860,13.99,7095,Indie,61,
2895990,0,7095,Hobbyist,64,
377120,4.99,7094,Indie,59,
906930,14.99,7093,Indie,58,
1605430,0,7092,Hobbyist,64,
2941100,0,7089,Hobbyist,66,
1465190,4.99,7088,Indie,47,
2147680,0,7088,Indie,76,
1788040,0,7088,Hobbyist,74,
1511090,0,7088,Hobbyist,94,
2669150,14.99,7087,Indie,97,
623160,8.99,7087,Indie,73,
1901810,6.99,7086,Indie,78,
1424870,2.99,7086,Indie,95,
2087000,0,7085,Hobbyist,77,
313470,8.99,7083,Indie,84,
2961990,3.99,7082,Indie,99,
749850,24.99,7080,Indie,74,
2689130,0,7078,Hobbyist,67,
516590,19.99,7076,Indie,73,
2484160,4.99,7072,Indie,77,
2337460,9.99,7071,AA,79,
537630,9.99,7071,Indie,80,
713320,0,7071,Hobbyist,84,
559920,0,7071,Hobbyist,70,
269350,9.99,7070,Indie,37,
407720,4.99,7070,Indie,50,
1322290,9.99,7068,Indie,90,
1990260,1.99,7068,Hobbyist,86,
2343140,0,7067,Indie,85,
941480,2.99,7066,Indie,81,
2175250,5.99,7066,Indie,89,
1701560,34.99,7065,Indie,82,
2312770,14.99,7065,Indie,88,
582830,0,7065,Hobbyist,83,
566550,2.99,7064,Indie,44,
734020,0,7063,Hobbyist,54,
732950,0,7063,Hobbyist,75,
1287030,39.99,7061,Indie,65,
1522930,14.99,7061,Indie,92,
382920,4.99,7061,Indie,76,
348840,0,7061,Hobbyist,88,
1090800,11.99,7059,Indie,68,
543100,4.99,7059,Indie,70,
1325270,0,7059,Hobbyist,77,
2328450,0,7058,Hobbyist,85,
1698350,9.99,7057,Indie,89,
758100,1.99,7057,Indie,48,
3130730,0,7057,Hobbyist,78,
990260,6.99,7056,Indie,66,
2096570,19.99,7054,Indie,88,
2492390,19.99,7054,Indie,96,
1297210,14.99,7052,Indie,96,
564210,0.99,7052,Indie,67,
1782670,9.99,7051,Indie,54,
297740,12.99,7051,Indie,49,
385860,9.99,7051,Indie,73,
1064010,4.99,7051,Indie,83,
681640,9.99,7050,Indie,86,
1530650,1.99,7050,Indie,76,
1990900,4.99,7048,AA,83,
531540,0,7048,Hobbyist,85,
520990,14.99,7044,Indie,74,
536750,0.99,7044,Indie,83,
3140620,6.99,7043,Indie,94,
1101270,1.99,7040,Indie,82,
1612480,4.99,7038,Indie,75,
2097160,0,7038,Hobbyist,68,
1270910,0,7038,Hobbyist,53,
568690,0,7038,Hobbyist,88,
1219240,19.99,7037,Indie,90,
273030,9.99,7036,AA,20,
25500,2.99,7036,Indie,56,
2432040,24.99,7033,Indie,88,
485620,0,7033,Hobbyist,69,
2500710,19.99,7031,Indie,92,
1108090,0.99,7030,Indie,89,
1734280,0,7029,Hobbyist,52,
1142180,0,7029,Hobbyist,77,
991790,0,7029,Hobbyist,77,
1542790,19.99,7028,Indie,89,
2144220,9.99,7028,Indie,94,
586310,2.99,7028,Indie,83,
1501410,9.99,7026,Indie,94,
1055490,14.99,7025,Indie,60,
2404110,2.99,7025,Indie,89,
464850,49.99,7024,Indie,60,
2862430,11.99,7023,Indie,74,
416640,4.99,7021,Indie,77,
1876730,1.99,7021,Hobbyist,81,
1509230,9.99,7020,Indie,24,
1467410,0,7020,Indie,60,
2120320,11.99,7019,Indie,81,
2262930,9.99,7015,Indie,97,
2089520,0,7015,Hobbyist,64,
355420,9.99,7013,Hobbyist,71,
1111300,0,7011,Hobbyist,61,
1045650,1.99,7009,Indie,84,
762610,14.99,7008,Indie,98,
1736630,2.99,7008,Indie,81,
1262040,19.99,7007,Indie,97,
664290,9.99,7005,Indie,62,
1418430,19.99,7003,Indie,75,
110400,9.99,7003,Indie,74,
41600,19.99,7000,Indie,47,
1571220,11.99,6999,Indie,96,
391250,5.99,6997,Indie,85,
1393570,14.99,6996,Indie,87,
699080,2.99,6996,Indie,82,
429060,8.99,6996,Indie,62,
2304660,29.99,6993,Indie,49,
1921980,15.99,6993,Indie,91,
432250,11.99,6993,Indie,60,
1071700,0,6993,Hobbyist,62,
1909380,0.99,6990,Hobbyist,80,
881040,9.99,6989,Indie,96,
1872790,4.99,6988,Indie,85,
3116640,19.99,6987,Indie,69,
2651530,9.99,6987,Indie,86,
1412780,9.99,6986,Indie,68,
2174620,0,6986,Hobbyist,64,
919010,0,6986,Hobbyist,70,
31920,9.99,6984,Indie,90,
757490,0,6984,Hobbyist,92,
1874770,0.99,6983,Indie,79,
1853840,0,6982,Hobbyist,95,
3050530,5.99,6981,Indie,85,
1429640,19.99,6978,Indie,70,
1696080,19.99,6978,Indie,66,
1763830,6.99,6978,Indie,82,
1424860,19.99,6976,Indie,81,
367350,3.99,6976,Indie,76,
501940,1.99,6976,Indie,65,
1157960,0,6975,Hobbyist,66,
1713190,0.99,6975,Indie,81,
1420060,0,6975,Indie,93,
622680,14.99,6972,AA,86,
1899810,9.99,6971,Indie,83,
2484360,6.99,6971,Indie,69,
1783050,0,6971,Hobbyist,85,
1081740,0,6970,Indie,72,
3027780,0,6970,Indie,96,
2060870,9.99,6967,AA,96,
1345470,0,6967,Hobbyist,98,
660340,0,6967,Hobbyist,47,
2231790,0,6967,Indie,83,
1728520,9.99,6966,Indie,61,
1573970,0,6966,Hobbyist,57,
40340,9.99,6965,Indie,85,
869690,3.99,6965,Indie,94,
598990,5.99,6965,Indie,67,
1066760,19.99,6964,Indie,68,
2494780,19.99,6963,Indie,83,
1290220,9.99,6962,Indie,100,
1740140,0,6962,Hobbyist,38,
745010,7.99,6960,Indie,58,
1092980,2.99,6960,Indie,74,
1561340,20,6959,Indie,91,
496180,0,6959,Hobbyist,74,
305390,0.99,6958,Indie,53,
2523310,9.99,6956,Indie,98,
443330,12.99,6956,Indie,72,
444180,4.99,6956,Indie,64,
1441180,39.99,6956,Indie,73,
2183240,1.99,6956,Hobbyist,76,
7020,9.99,6955,AA,95,
435800,11.99,6953,Indie,89,
1698520,3.99,6953,Indie,89,
1353370,0,6953,Hobbyist,94,
1437870,3.99,6952,Indie,83,
2845190,0,6951,Hobbyist,76,
1766010,2.99,6949,Indie,95,
2470860,14.99,6947,Indie,81,
1397470,9.99,6947,Indie,93,
549160,5.99,6946,AAA,76,
2842420,0,6944,Hobbyist,85,
280890,9.99,6940,Indie,40,
1510580,12.99,6940,Indie,59,
738470,0,6938,Hobbyist,97,
2152630,0,6936,Hobbyist,86,
1253570,0,6935,Indie,66,
1183500,4.99,6934,Indie,98,
1254670,9.99,6933,Indie,97,
744980,0,6933,Hobbyist,65,
2188880,0,6932,Indie,59,
787930,19.99,6930,Indie,53,
1028800,10.99,6930,Indie,45,
1698480,6.99,6930,Indie,63,
317440,9.99,6930,Indie,55,
273940,5.99,6930,Indie,37,
1379970,3.99,6930,Indie,72,
295990,4.99,6930,Indie,29,
314370,0.99,6930,Hobbyist,79,
1132070,0.99,6930,Indie,86,
1629710,0,6930,Indie,90,
2354570,0,6929,Hobbyist,59,
2250550,12.99,6928,Indie,82,
1588090,17.99,6925,Indie,79,
644710,79.99,6924,AA,85,
2204170,12.99,6924,Indie,93,
437020,5.99,6923,Indie,92,
2756390,9.99,6922,Indie,72,
688770,2.99,6922,Indie,88,
1477460,0,6921,Indie,46,
386650,8.99,6921,Indie,43,
337980,7.99,6921,Indie,71,
2241910,3.99,6920,Indie,68,
880730,7.99,6919,Indie,93,
760050,0,6919,Indie,78,
876850,2.99,6913,Indie,94,
610660,5.99,6912,Indie,67,
367780,4.99,6911,Indie,59,
1008800,7.99,6910,Indie,84,
1605290,0,6910,Indie,87,
423550,4.99,6910,Indie,74,
44600,6.99,6909,Indie,66,
449090,0.99,6909,Hobbyist,71,
1326270,12.99,6908,Indie,78,
1222400,7.99,6907,Indie,70,
514890,0.99,6907,Hobbyist,82,
2758280,3.99,6905,Indie,48,
1036700,14.99,6904,Indie,86,
3073580,8.99,6904,Indie,72,
296010,9.99,6903,Indie,79,
1093320,14.99,6903,Indie,66,
1393320,16.99,6901,Indie,82,
931310,11.99,6901,Indie,66,
2840480,1.99,6901,Indie,95,
584100,0.99,6901,Indie,71,
2119660,10.99,6897,Indie,89,
315320,9.99,6894,Indie,33,
2864210,3.99,6894,Indie,85,
2506110,4.99,6893,Indie,79,
2732820,15.99,6892,Indie,98,
1570510,59.99,6891,Indie,84,
1453840,0.99,6889,Indie,51,
749890,2.99,6889,AA,89,
833910,1.99,6886,Indie,83,
501110,7.99,6885,Indie,69,
1928500,7.99,6885,Indie,67,
498190,6.99,6885,Indie,76,
2201260,0,6885,Hobbyist,71,
1964000,0,6885,Hobbyist,75,
517680,0,6884,Hobbyist,72,
368890,7.99,6881,Indie,86,
1556190,9.99,6880,Indie,61,
356390,6.99,6880,Indie,85,
2598980,0,6880,Indie,82,
2461780,1.99,6880,Indie,97,
1016720,11.99,6879,Indie,67,
1038820,10.99,6878,Indie,57,
2159590,0,6878,Hobbyist,88,
292380,4.99,6876,Indie,45,
417060,0,6875,Hobbyist,77,
2676770,0,6874,Indie,63,
815450,11.99,6873,Indie,94,
2897240,11.99,6872,Indie,96,
2055390,0,6871,Hobbyist,90,
774261,0.99,6870,Indie,68,
1794250,0,6869,Hobbyist,62,
1525420,4.99,6868,Indie,78,
2146180,4.99,6868,Indie,84,
2889370,0.99,6868,Hobbyist,67,
1649830,7.99,6867,Indie,55,
2355140,14.99,6866,Indie,93,
3030250,11.99,6866,Indie,87,
2132690,19.99,6865,Indie,73,
897930,19.99,6865,Indie,84,
1571160,14.99,6865,Indie,56,
263940,9.99,6864,Indie,81,
409090,6.99,6864,Indie,65,
1544540,0.99,6864,Indie,88,
989790,19.99,6863,Indie,98,
791300,0,6863,Hobbyist,84,
485080,4.99,6862,Indie,74,
1889620,9.99,6861,Indie,81,
2717450,0,6861,Hobbyist,85,
269610,9.99,6860,Indie,45,
38490,19.99,6857,Indie,71,
1087810,0,6856,Hobbyist,92,
386900,14.99,6855,Indie,94,
976900,14.99,6854,Indie,79,
798950,0,6853,Hobbyist,63,
1469690,9.99,6851,Indie,78,
1913740,49.99,6848,AAA,55,
621080,14.99,6848,Indie,93,
270230,19.99,6847,Indie,86,
1014140,7.99,6845,Indie,93,
603230,0,6845,Hobbyist,77,
291640,4.99,6843,Indie,67,
1588560,34.99,6840,Indie,27,
1921770,8.99,6840,Indie,80,
372830,3.99,6840,Indie,81,
2148320,0,6840,Hobbyist,92,
1970300,0,6840,Hobbyist,77,
1822530,0,6840,Hobbyist,98,
555610,5.99,6839,Indie,75,
2338850,0,6839,Hobbyist,92,
1921900,4.99,6838,Indie,97,
3002850,59.99,6835,AA,65,
976420,4.99,6835,Indie,93,
327390,6.99,6834,Indie,91,
2480930,1.99,6834,Hobbyist,69,
2064490,6.99,6833,Indie,95,
1850070,0,6831,Hobbyist,68,
868090,0,6831,Hobbyist,74,
1078380,11.99,6830,AA,63,
2138510,6.99,6830,Indie,49,
1397110,3.99,6827,Indie,86,
1609730,7.49,6826,Indie,90,
289580,9.99,6826,Indie,53,
2141090,0,6826,Indie,85,
523750,0,6826,Hobbyist,72,
2017890,0.99,6825,Indie,91,
1185600,9.99,6821,Indie,69,
1552220,14.99,6820,Indie,70,
1828690,4.99,6820,Indie,90,
623550,0.99,6820,Hobbyist,62,
533010,12.99,6818,Indie,75,
527740,5.99,6818,Indie,79,
1726730,1.99,6817,Hobbyist,77,
32140,9.99,6816,Indie,68,
1045350,0.99,6816,Indie,75,
623920,4.99,6815,Indie,70,
744430,0.99,6815,Indie,75,
2956410,0,6814,AA,62,
1988100,8.99,6810,Indie,66,
523730,9.99,6809,Indie,69,
1398170,0,6809,Hobbyist,38,
1461200,3.99,6808,Indie,92,
1777750,39.99,6806,Indie,93,
2787050,0,6806,Hobbyist,93,
1783960,6.99,6804,Indie,60,
605920,4.99,6804,Indie,83,
492170,0.99,6804,Hobbyist,62,
1609830,0,6804,Hobbyist,89,
1444750,0,6804,Hobbyist,83,
1264220,0,6804,Hobbyist,57,
740810,0.99,6802,Indie,89,
1094320,10.99,6800,Indie,72,
2914320,0,6800,Indie,97,
1694430,29.99,6799,Indie,68,
2753820,9.99,6798,Indie,53,
1220900,0,6798,Hobbyist,83,
1387480,0,6797,AA,88,
852790,2.99,6794,Indie,84,
2413190,12.99,6793,Indie,86,
1853410,6.99,6792,Indie,91,
1004610,4.99,6792,Indie,89,
2169730,0,6792,Hobbyist,92,
956060,14.99,6791,Indie,64,
2717570,7.99,6791,Indie,90,
1709460,1.99,6788,Indie,81,
1620040,49.99,6787,Indie,66,
2467190,7.99,6787,Indie,83,
345280,1.99,6787,Indie,49,
303940,4.99,6786,Indie,74,
1165860,0.99,6786,Indie,90,
2736480,3.99,6784,Indie,99,
1812180,3.99,6784,Indie,89,
1725660,0,6784,Indie,64,
1362830,0,6784,Hobbyist,73,
1086470,0,6784,Hobbyist,70,
294590,6.99,6781,Indie,93,
3069230,0,6781,Hobbyist,86,
2088630,29.99,6780,Indie,65,
1657880,0,6779,Hobbyist,55,
1163340,29.99,6778,Indie,88,
2779570,9.99,6776,Indie,95,
812090,0,6776,Hobbyist,59,
2023050,11.99,6775,Indie,78,
581220,6.99,6774,Indie,36,
1533600,0,6773,Hobbyist,90,
1021940,0,6773,Hobbyist,56,
1559450,0,6773,Hobbyist,63,
1479960,0,6773,Hobbyist,90,
1131930,18.99,6772,Indie,80,
2193270,0,6772,Hobbyist,67,
3054090,4.99,6771,Indie,56,
973700,29.99,6770,Indie,58,
605180,6.99,6769,Indie,70,
1687250,14.99,6768,Indie,62,
1022710,19.99,6768,AA,65,
2149420,12.99,6768,Indie,94,
427930,4.99,6768,Indie,53,
381170,2.99,6768,Indie,54,
548230,1.99,6768,Indie,79,
2417940,11.99,6766,Indie,57,
35600,4.99,6766,Indie,51,
2761240,0,6766,Hobbyist,90,
1627820,0,6766,Hobbyist,93,
2892000,6.99,6762,Indie,87,
1436600,0.99,6762,Hobbyist,77,
2240920,19.99,6760,Indie,57,
1823370,0,6760,Indie,99,
1279260,14.99,6758,AA,88,
1100800,14.99,6757,Indie,99,
2421800,9.99,6757,Indie,75,
1522950,2.99,6757,Indie,95,
1015480,14.99,6756,Indie,67,
357940,14.99,6755,Indie,75,
292820,6.99,6755,Indie,40,
2325060,0,6755,Hobbyist,92,
1828320,0,6754,Indie,64,
656450,4.99,6752,Indie,69,
2749270,14.99,6751,Indie,83,
425340,4.99,6751,Indie,83,
384250,14.99,6749,Indie,60,
2415240,11.99,6749,Indie,88,
1214450,2.99,6749,Indie,81,
2772430,0,6749,Indie,96,
695970,14.99,6747,Indie,88,
913850,4.99,6746,Indie,74,
1492310,24.99,6744,Indie,61,
2903710,10.99,6741,Indie,79,
1038280,6.99,6739,Indie,92,
557900,0,6739,Hobbyist,75,
675610,9.99,6738,AA,94,
1264160,13.99,6737,Indie,80,
3351080,0,6737,Hobbyist,93,
468100,12.99,6735,Indie,73,
1166310,0,6734,Hobbyist,68,
2308220,0,6734,Hobbyist,85,
1508460,4.99,6733,Indie,98,
31900,9.99,6733,Indie,72,
973450,14.99,6732,Indie,68,
34420,4.99,6732,AA,56,
1162280,11.99,6732,Indie,84,
1036200,0,6732,Hobbyist,78,
339570,14.99,6731,Indie,86,
1564110,6.99,6730,Indie,68,
1909770,6.8,6728,Indie,89,
1587710,9.99,6727,Indie,99,
554290,34.99,6726,Indie,92,
1049880,0,6726,Indie,68,
1963360,0,6723,Hobbyist,87,
1434650,0,6723,Hobbyist,89,
511160,3.99,6721,Indie,71,
373440,4.99,6721,Hobbyist,68,
311100,3.99,6721,Indie,69,
1884430,0.99,6721,Indie,75,
1788780,44.99,6720,Indie,96,
1490250,11.99,6720,Indie,68,
945160,8.99,6720,Indie,75,
2367190,5.99,6720,Indie,57,
444580,9.99,6720,Indie,53,
676760,4.99,6720,Indie,54,
527240,0,6719,Indie,57,
1837650,9.99,6718,Indie,97,
487350,4.99,6717,Indie,64,
775490,1.99,6717,Indie,65,
3275870,0,6717,Hobbyist,95,
273830,4.99,6716,Indie,24,
1408860,4.99,6716,Indie,78,
611860,3.99,6716,Indie,78,
1902850,10.99,6714,Indie,94,
1696960,2.99,6714,Indie,98,
710230,34.99,6713,Indie,77,
3128740,9.99,6713,Indie,75,
716650,4.99,6713,Indie,98,
1848120,0,6710,Hobbyist,82,
1388650,11.99,6708,Indie,85,
2321880,9.99,6708,Indie,77,
1451230,0,6708,Indie,66,
2560530,3.99,6707,Indie,99,
2973120,24.99,6706,Indie,94,
579080,0,6706,Hobbyist,42,
1571990,13.99,6705,Indie,89,
1021690,1.99,6705,Indie,81,
2678280,0,6704,Hobbyist,61,
575970,24.99,6703,Indie,83,
1973320,2.99,6703,Indie,83,
658150,9.99,6701,Indie,96,
1636350,0,6701,AA,84,
781180,17.99,6699,Indie,79,
2803230,0,6697,Indie,71,
1129250,9.99,6696,Indie,94,
1639610,2.99,6696,Indie,97,
498850,0,6696,Indie,62,
2198030,0,6695,Hobbyist,95,
284410,19.99,6694,Indie,59,
1609570,4.99,6694,Indie,62,
2288070,19.99,6692,Indie,94,
406160,19.99,6691,Indie,70,
470590,4.99,6691,Indie,69,
681060,0,6691,Hobbyist,86,
349300,14.99,6690,Indie,80,
858630,9.99,6690,Indie,78,
550820,0,6689,Hobbyist,80,
1005400,14.99,6688,Indie,95,
1350340,0.99,6688,Indie,83,
1496250,34.99,6686,Indie,77,
1399700,19.99,6686,AA,61,
1629830,13.99,6685,Indie,95,
587310,0,6684,Hobbyist,95,
2408680,4.99,6682,Indie,99,
960320,0,6682,Hobbyist,73,
857740,0,6680,Hobbyist,83,
598170,0,6680,Hobbyist,57,
2864830,9.99,6679,AA,75,
600080,14.99,6678,Indie,75,
358810,9.99,6678,Indie,81,
377190,4.99,6676,Indie,83,
461760,2.99,6676,Indie,71,
555850,1.99,6676,Indie,58,
2442400,8.99,6675,Indie,79,
2769080,24.99,6674,Indie,76,
318650,14.99,6674,Indie,72,
370710,6.99,6674,Indie,68,
1611580,14.99,6673,Indie,96,
2427950,7.99,6672,Indie,92,
977640,1.99,6672,Indie,67,
961660,4.99,6671,Indie,98,
510680,15.99,6670,Indie,99,
1336600,9.99,6670,Indie,96,
1398100,9.99,6670,Indie,79,
542280,9.99,6670,Hobbyist,75,
528640,39.99,6669,Indie,54,
904400,24.99,6669,Indie,88,
1058140,64.99,6668,Indie,89,
3292480,0,6666,Hobbyist,96,
1304640,0.99,6665,Indie,84,
1551560,14.99,6664,AA,92,
438720,0,6664,Hobbyist,51,
2190230,0,6664,Hobbyist,88,
683670,0,6663,Hobbyist,84,
521790,24.99,6662,Indie,66,
2737970,39.99,6661,Indie,86,
848060,10.99,6660,Indie,80,
402210,6.99,6660,Indie,79,
614960,1.99,6660,Hobbyist,80,
636560,0,6660,Hobbyist,54,
751340,9.99,6659,Indie,73,
1260960,0,6656,Hobbyist,95,
889740,0,6656,Hobbyist,94,
46740,3.99,6653,Indie,32,
2955100,0,6653,Hobbyist,86,
19500,4.99,6652,Indie,22,
2146170,49.99,6651,AAA,88,
1683100,24.99,6651,Indie,82,
1154830,24.99,6651,Indie,57,
1108740,14.99,6651,Indie,70,
2022850,10.99,6650,AA,87,
202860,4.99,6650,AA,48,
652660,9.99,6650,Indie,41,
2452900,4.99,6650,Indie,81,
1233540,1.99,6650,Indie,91,
485330,1.99,6650,Indie,48,
3361770,0,6648,Hobbyist,99,
2303180,0.99,6647,Indie,71,
670490,9.99,6645,Indie,18,
294730,6.99,6644,Indie,82,
536660,24.99,6643,Indie,42,
1344790,0,6642,Hobbyist,89,
1229570,5.99,6641,Indie,66,
706130,7.99,6640,Indie,87,
623580,0.99,6638,Indie,56,
2998970,0.99,6637,Indie,67,
1551590,14.99,6636,AA,77,
577970,19.99,6634,Indie,94,
858040,2.99,6634,Indie,94,
1266100,11.99,6633,Indie,95,
1714270,0,6633,Hobbyist,78,
1593930,0,6633,Hobbyist,78,
1662850,29.99,6632,Indie,96,
282680,18.99,6631,Indie,78,
1661130,0,6631,Indie,63,
205530,9.99,6630,Indie,52,
626550,19.99,6628,Indie,36,
628170,12.99,6627,AA,71,
2050680,6.99,6627,Indie,79,
416250,0.99,6627,Indie,76,
1016250,0.99,6627,Indie,77,
2051050,0,6627,Hobbyist,77,
1297790,19.99,6626,Indie,92,
459680,0,6626,Hobbyist,84,
708850,0,6625,Hobbyist,81,
1306780,10.99,6624,Indie,66,
635880,4.99,6624,Indie,68,
1219540,0,6624,Hobbyist,92,
1180270,14.99,6623,Indie,89,
1351000,39.99,6621,AA,43,
3050220,6.99,6618,Indie,19,
3400,0,6618,Indie,90,
323040,9.99,6617,Indie,74,
2928660,1.99,6617,Indie,47,
1725340,9.99,6616,Indie,78,
1150460,4.99,6616,Indie,97,
271640,1.99,6615,Indie,31,
1145630,24.99,6614,Indie,73,
2207440,14.99,6613,Indie,99,
564160,13.99,6612,AA,88,
577180,4.99,6612,Indie,79,
579230,0.99,6612,Hobbyist,89,
1695680,9.99,6610,Indie,87,
843720,11.99,6609,Indie,60,
3042680,9.99,6606,Indie,93,
3103330,9.99,6605,Indie,79,
2827780,2.99,6604,Indie,75,
545700,1.99,6602,Indie,45,
110600,4.99,6601,Indie,57,
596620,4.99,6601,AA,86,
1200730,19.99,6600,Indie,89,
765940,4.99,6600,Indie,87,
2542860,0,6598,Indie,61,
266270,7.99,6597,Indie,79,
247310,4.99,6595,Hobbyist,40,
909970,9.99,6593,Indie,33,
964020,14.99,6593,Indie,59,
314220,9.99,6593,Indie,59,
1311700,7.99,6590,Indie,73,
1558970,0,6590,Indie,98,
2856370,6.59,6587,AA,90,
1871470,0,6587,Indie,68,
2935840,4.99,6583,Indie,93,
1048740,19.99,6581,Indie,92,
2469290,4.99,6581,Indie,90,
1942530,0,6581,Hobbyist,72,
1956410,0,6581,Hobbyist,71,
1727930,0,6581,Hobbyist,87,
1217200,0,6581,Hobbyist,68,
1098150,0,6581,Hobbyist,72,
1064020,0,6581,Hobbyist,68,
508740,14.99,6580,Indie,49,
454220,6.99,6580,Indie,71,
493580,5.99,6580,Indie,54,
2229570,1.99,6580,Indie,64,
435420,5.99,6580,Indie,65,
898780,1.99,6579,Indie,83,
1019340,0,6579,Hobbyist,79,
2850,4.99,6578,Indie,76,
348380,1.99,6578,Indie,32,
615670,1.99,6578,Indie,78,
474830,0.99,6578,Hobbyist,76,
1740850,5.99,6577,Indie,94,
993340,29.99,6576,Indie,65,
830590,9.99,6576,AA,66,
1422260,4.99,6576,Indie,65,
344820,9.99,6572,Indie,34,
907670,14.99,6571,Indie,97,
2541590,0,6571,Hobbyist,73,
1159860,24.99,6570,Indie,79,
948420,0,6570,Indie,94,
477800,0,6570,Hobbyist,53,
549040,19.99,6569,Indie,44,
279520,4.99,6569,Indie,54,
2319940,0,6568,Hobbyist,84,
2812610,6.99,6565,AA,88,
593850,0,6562,Hobbyist,72,
1930440,0,6560,Indie,95,
2321770,0,6558,Hobbyist,86,
1733110,24.99,6556,Indie,90,
627350,0,6556,AA,84,
817460,11.99,6556,Indie,62,
1674590,0,6556,Indie,21,
27810,9.99,6552,Indie,84,
811270,12.99,6552,Indie,88,
386540,9.99,6552,Indie,35,
1593730,0,6552,Indie,92,
2050740,4.99,6551,Indie,68,
2234200,11.99,6550,Indie,78,
2268470,1.99,6550,Indie,96,
715810,0,6550,Indie,61,
810780,7.99,6549,Indie,79,
501350,0.99,6548,Indie,80,
1921480,24.99,6546,AA,80,
1674900,19.99,6545,Indie,73,
389460,4.99,6545,Indie,37,
705710,0.99,6545,Hobbyist,39,
1347600,2.99,6541,Indie,95,
1985050,39.99,6539,AA,82,
1156380,15.99,6539,Indie,92,
2233750,0,6539,Indie,69,
1569930,12.99,6538,Indie,57,
1148480,19.99,6536,Indie,78,
1162180,0,6534,Hobbyist,77,
788540,0,6534,Hobbyist,68,
2392040,0,6534,Indie,83,
703310,5.99,6533,AAA,76,
4470,4.99,6532,AAA,71,
339850,14.99,6532,Indie,77,
978960,34.99,6531,Indie,75,
567780,1.99,6531,Indie,70,
734980,9.99,6530,Indie,73,
826540,19.99,6528,Indie,89,
763710,13.99,6528,AA,67,
750210,0.99,6528,Indie,67,
1083500,0,6528,Indie,83,
402150,8.99,6526,Indie,77,
1351450,14.99,6526,Indie,71,
640300,0,6526,Hobbyist,77,
1524250,1.99,6525,Indie,95,
337220,9.99,6523,Indie,48,
2951890,3.99,6522,Indie,78,
1424600,14.99,6521,Indie,85,
342990,9.99,6521,Indie,36,
2278390,0,6521,Hobbyist,83,
609420,14.99,6519,Indie,87,
1056580,0,6518,Hobbyist,42,
1385650,2.99,6517,Indie,69,
3300620,0,6517,Indie,90,
1124060,29.99,6513,Indie,93,
1949000,4.99,6513,Indie,90,
2495180,0,6513,Hobbyist,97,
946780,2.99,6512,Indie,82,
1126420,0,6511,Hobbyist,90,
1422430,19.99,6510,AA,86,
1431780,9.99,6510,Indie,97,
1547860,19.99,6506,Indie,73,
1575670,7.99,6506,Indie,92,
2633500,9.99,6506,Indie,83,
812870,24.99,6502,Indie,75,
1302990,9.99,6501,Indie,99,
848230,0,6501,Indie,93,
282620,9.99,6500,Indie,57,
2000280,3.99,6500,Indie,98,
1863390,0,6500,Indie,52,
848050,24.99,6498,Indie,93,
3110010,2.99,6498,Indie,90,
461210,19.99,6496,Indie,35,
1613680,4.99,6496,Indie,99,
478950,9.99,6495,Indie,65,
1268900,24.99,6494,Indie,48,
1167170,8.99,6494,Indie,94,
1492450,0,6494,Hobbyist,88,
931220,0,6494,Hobbyist,60,
2083840,3.99,6493,Indie,74,
550450,7.99,6493,Indie,76,
306370,14.99,6491,Indie,62,
2098470,0,6491,Hobbyist,93,
1981380,0,6491,Hobbyist,96,
551620,17.99,6490,Indie,94,
546350,14.99,6489,Indie,63,
686440,4.99,6489,Indie,89,
314590,7.99,6489,Indie,78,
989580,17.99,6486,Indie,76,
313660,24.99,6486,AA,74,
1096730,11.99,6486,Indie,72,
548890,14.99,6486,AA,71,
267670,2.99,6486,Indie,69,
1740680,14.99,6483,Indie,95,
1871830,0,6482,Hobbyist,79,
2757220,6.99,6481,Indie,57,
856210,9.99,6480,Indie,73,
276730,9.99,6480,Indie,55,
1432750,0.99,6480,Indie,87,
602910,0.99,6480,Indie,59,
